Oorzaak
wisselstoring
wisselstoring
geplande werkzaamheden
defecte overweg
defecte trein
defecte trein
herstelwerkzaamheden
blikseminslag
sein- en overwegstoring
aanrijding
defecte trein
defecte trein
wisselstoring
wisselstoring
aanrijding met een persoon
aanrijding met een persoon
uitloop van werkzaamheden
onbekend
beperkingen op last van de politie
defecte bovenleiding
defecte spoorbrug
defecte trein
aanrijding
versperring
sein- en overwegstoring
uitloop van werkzaamheden
sein- en overwegstoring
defecte trein
versperring
defecte trein
defecte trein
defecte spoorbrug
aanrijding met een persoon
sein- en overwegstoring
sein- en overwegstoring
seinstoring
defecte spoorbrug
defecte trein
defecte trein
aangereden viaduct
aangereden viaduct
stroomstoring
defecte trein
sein- en wisselstoring
defecte bovenleiding
defecte bovenleiding
herstelwerkzaamheden
herstelwerkzaamheden
versperring
defecte trein
inzet van hulpdiensten
aanrijding met een persoon
defecte trein
defecte trein
sein- en overwegstoring
sein- en wisselstoring
aangereden viaduct
uitloop van werkzaamheden
uitloop van werkzaamheden
defecte bovenleiding
defecte bovenleiding
sein- en overwegstoring
seinstoring
aanrijding met een persoon
aanrijding met een persoon
aanrijding
wisselstoring
defecte spoorbrug
herstelwerkzaamheden
versperring
geplande werkzaamheden
sein- en wisselstoring
defecte spoorbrug
aanrijding met een persoon
defecte trein
wisselstoring
sein- en wisselstoring
beperkingen op last van de politie
defecte spoorbrug
sein- en overwegstoring
defecte trein
defecte trein
seinstoring
aanrijding met een persoon
seinstoring
sein- en wisselstoring
defecte bovenleiding
defecte bovenleiding
om logistieke redenen
herstelwerkzaamheden
defecte trein
seinstoring
seinstoring
sein- en overwegstoring
seinstoring
sein- en overwegstoring
seinstoring
eerdere verstoring
eerdere verstoring
eerdere verstoring
eerdere verstoring
eerdere verstoring
eerdere verstoring
om logistieke redenen
eerdere verstoring
herstelwerkzaamheden
aanrijding met een persoon
blikseminslag
defecte trein
seinstoring
stroomstoring
defecte spoorbrug
seinstoring
defecte spoorbrug
beperkingen op last van de brandweer
seinstoring
stroomstoring
om logistieke redenen
defecte trein
defecte trein
om logistieke redenen
aanrijding met een persoon
sein- en overwegstoring
herstelwerkzaamheden
wisselstoring
versperring
defecte spoorbrug
aanrijding met een persoon
seinstoring
aanrijding met een persoon
aanrijding
defecte bovenleiding
seinstoring
defect aan het spoor
defecte trein
koperdiefstal
ontspoorde goederentrein
defecte trein
seinstoring
stroomstoring
sein- en overwegstoring
ontspoorde goederentrein
aangereden viaduct
defecte trein
aanrijding
versperring
versperring
defecte trein
seinstoring
wisselstoring
sein- en overwegstoring
om logistieke redenen
blikseminslag
wisselstoring
wisselstoring
sein- en overwegstoring
seinstoring
seinstoring
defecte trein
seinstoring
sein- en overwegstoring
aanrijding met een persoon
defecte bovenleiding
aanrijding met een persoon
koperdiefstal
koperdiefstal
koperdiefstal
koperdiefstal
defecte bovenleiding
defecte bovenleiding
defecte bovenleiding
defecte bovenleiding
defecte bovenleiding
beperkingen op last van de politie
defecte bovenleiding
wisselstoring
aanrijding met een persoon
koperdiefstal
wisselstoring
defecte trein
defecte spoorbrug
defect aan het spoor
defecte trein
seinstoring
om logistieke redenen
defecte trein
defecte trein
inzet van hulpdiensten
aanrijding met een persoon
wisselstoring
blikseminslag
defecte bovenleiding
herstelwerkzaamheden
beperkingen op last van de politie
seinstoring
seinstoring
sein- en overwegstoring
sein- en overwegstoring
inzet van hulpdiensten
herstelwerkzaamheden
herstelwerkzaamheden
seinstoring
seinstoring
defecte trein
wisselstoring
seinstoring
seinstoring
seinstoring
seinstoring
seinstoring
beperkingen op last van de brandweer
beperkingen op last van de politie
defecte trein
defecte spoorbrug
aanrijding
aanrijding
beperkingen op last van de politie
beperkingen op last van de politie
sein- en overwegstoring
wisselstoring
gestrande trein
versperring
seinstoring
geplande werkzaamheden
defecte trein
seinstoring
aanrijding met een persoon
uitloop van werkzaamheden
defecte spoorbrug
sein- en overwegstoring
aanrijding met een persoon
om logistieke redenen
defecte spoorbrug
sein- en wisselstoring
stroomstoring
defecte spoorbrug
defecte spoorbrug
sein- en wisselstoring
sein- en wisselstoring
sein- en wisselstoring
seinstoring
sein- en wisselstoring
wisselstoring
defect spoor
defect spoor
om logistieke redenen
defecte spoorbrug
om logistieke redenen
defecte spoorbrug
wisselstoring
seinstoring
seinstoring
gestrande trein
sein- en wisselstoring
weersomstandigheden
om veiligheidsredenen
sein- en wisselstoring
aangereden viaduct
defecte trein
blikseminslag
blikseminslag
versperring
defecte bovenleiding
blikseminslag
blikseminslag
blikseminslag
versperring
blikseminslag
defecte trein
versperring
weersomstandigheden
weersomstandigheden
blikseminslag
om logistieke redenen
om logistieke redenen
om logistieke redenen
om logistieke redenen
om logistieke redenen
om logistieke redenen
om logistieke redenen
seinstoring
stroomstoring
defect aan het spoor
seinstoring
sein- en overwegstoring
eerdere verstoring
aanrijding met een persoon
sein- en overwegstoring
eerdere verstoring
sein- en overwegstoring
uitloop van werkzaamheden
seinstoring
beperkingen op last van de politie
aanrijding met een persoon
defecte trein
sein- en overwegstoring
aanrijding met een persoon
defecte bovenleiding
defecte trein
defecte trein
aanrijding met een persoon
beperkingen op last van de politie
beperkingen op last van de politie
beperkingen op last van de politie
beperkingen op last van de politie
aanrijding met een persoon
seinstoring
seinstoring
stroomstoring
stroomstoring
stroomstoring
wisselstoring
defecte trein
om logistieke redenen
defecte trein
beperkingen op last van de politie
beperkingen op last van de politie
om logistieke redenen
om logistieke redenen
seinstoring
beperkingen op last van de politie
beperkingen op last van de politie
defecte bovenleiding
sein- en overwegstoring
sein- en wisselstoring
sein- en wisselstoring
defecte trein
defecte spoorbrug
defecte trein
aanrijding met een persoon
defecte spoorbrug
stroomstoring
defecte trein
seinstoring
aanrijding met een persoon
wisselstoring
seinstoring
aanrijding met een persoon
defecte trein
stroomstoring
stroomstoring
sein- en overwegstoring
defecte trein
stroomstoring
beperkingen op last van de politie
sein- en wisselstoring
koperdiefstal
herstelwerkzaamheden
wisselstoring
wisselstoring
aanrijding met een persoon
geplande werkzaamheden
geplande werkzaamheden
uitloop van werkzaamheden
uitloop van werkzaamheden
defecte trein
beperkingen op last van de politie
seinstoring
seinstoring
sein- en overwegstoring
aangereden viaduct
om logistieke redenen
seinstoring
sein- en wisselstoring
sein- en wisselstoring
sein- en wisselstoring
sein- en wisselstoring
sein- en wisselstoring
seinstoring
stroomstoring
stroomstoring
seinstoring
versperring
versperring
versperring
defecte bovenleiding
aanrijding
defect aan het spoor
sein- en overwegstoring
defecte spoorbrug
aanrijding
defecte trein
defecte trein
defecte trein
wisselstoring
herstelwerkzaamheden
aanrijding met een persoon
geplande werkzaamheden
koperdiefstal
versperring
aangereden viaduct
versperring
defect aan het spoor
wisselstoring
wisselstoring
geplande werkzaamheden
acties in het buitenland
beperkingen op last van de brandweer
versperring
eerdere verstoring
defecte spoorbrug
defecte trein
defecte trein
koperdiefstal
wisselstoring
sein- en overwegstoring
sein- en wisselstoring
sein- en overwegstoring
defecte trein
aanrijding met een persoon
stroomstoring
onbekend
sein- en wisselstoring
sein- en wisselstoring
wisselstoring
wisselstoring
aanrijding met een persoon
aanrijding met een persoon
aanrijding
defecte bovenleiding
defecte bovenleiding
wisselstoring
wisselstoring
versperring
uitloop van werkzaamheden
defecte bovenleiding
defecte bovenleiding
aangereden viaduct
stroomstoring
stroomstoring
aanrijding met een persoon
aanrijding met een persoon
om logistieke redenen
wisselstoring
aanrijding met een persoon
wisselstoring
wisselstoring
wisselstoring
wisselstoring
om logistieke redenen
defecte bovenleiding
versperring
beperkingen op last van de politie
koperdiefstal
aanrijding met een persoon
versperring
aanrijding met een persoon
stroomstoring
aanrijding met een persoon
wisselstoring
aanrijding met een persoon
wisselstoring
aanrijding met een persoon
aanrijding met een persoon
aanrijding met een persoon
defecte overweg
seinstoring
aangevaren spoorbrug
aanrijding met een persoon
seinstoring
aanrijding met een persoon
defecte spoorbrug
aanrijding met een persoon
defecte trein
defecte trein
versperring
wisselstoring
stroomstoring
wisselstoring
aanrijding met een persoon
beperkingen op last van de brandweer
wisselstoring
defecte trein
defecte trein
defecte spoorbrug
stroomstoring
wisselstoring
wisselstoring
aanrijding met een persoon
aanrijding met een persoon
aanrijding
seinstoring
geplande werkzaamheden
sein- en overwegstoring
beperkingen op last van de politie
aanrijding met een persoon
uitloop van werkzaamheden
uitloop van werkzaamheden
uitloop van werkzaamheden
aanrijding met een persoon
gestrande trein
seinstoring
aanrijding
defecte trein
defecte trein
brandmelding
seinstoring
seinstoring
defecte trein
aanrijding met een persoon
vandalisme
gestrande trein
sein- en overwegstoring
sein- en overwegstoring
sein- en overwegstoring
defecte spoorbrug
aanrijding met een persoon
stroomstoring
wisselstoring
sein- en overwegstoring
om logistieke redenen
aanrijding met een persoon
sein- en wisselstoring
aanrijding met een persoon
wisselstoring
defect aan het spoor
beperkingen op last van de politie
seinstoring
aanrijding met een persoon
om logistieke redenen
versperring
blikseminslag
defecte bovenleiding
defecte bovenleiding
sein- en overwegstoring
blikseminslag
seinstoring
defecte trein
defecte trein
wisselstoring
beperkingen op last van de politie
aanrijding met een persoon
defecte bovenleiding
blikseminslag
aanrijding met een persoon
aangereden viaduct
aanrijding met een persoon
beperkingen op last van de politie
sein- en overwegstoring
defecte trein
seinstoring
defecte trein
defecte trein
seinstoring
defecte trein
defecte trein
sein- en overwegstoring
stroomstoring
stroomstoring
brandmelding
stroomstoring
koperdiefstal
seinstoring
seinstoring
versperring
seinstoring
blikseminslag
blikseminslag
versperring
wisselstoring
versperring
versperring
blikseminslag
versperring
stroomstoring
stroomstoring
versperring
aanrijding met een persoon
brandmelding
defecte trein
aanrijding met een persoon
aanrijding met een persoon
aanrijding
wisselstoring
wisselstoring
aanrijding met een persoon
defecte trein
defecte trein
eerdere verstoring
aanrijding met een persoon
eerdere verstoring
sein- en wisselstoring
om logistieke redenen
seinstoring
wisselstoring
wisselstoring
wisselstoring
wisselstoring
geplande werkzaamheden
aanrijding met een persoon
seinstoring
aanrijding met een persoon
koperdiefstal
defecte trein
aanrijding met een persoon
aanrijding met een persoon
beperkingen op last van de politie
defect aan het spoor
gestrande trein
gestrande trein
defecte bovenleiding
gestrande trein
gestrande trein
sein- en overwegstoring
sein- en overwegstoring
wisselstoring
defecte trein
defecte trein
sein- en overwegstoring
seinstoring
aanrijding met een persoon
defecte trein
beperkingen op last van de politie
sein- en overwegstoring
wisselstoring
aanrijding met een persoon
wisselstoring
herstelwerkzaamheden
stroomstoring
stroomstoring
stroomstoring
stroomstoring
sein- en overwegstoring
versperring
seinstoring
geplande werkzaamheden
geplande werkzaamheden
geplande werkzaamheden
geplande werkzaamheden
wisselstoring
wisselstoring
stroomstoring
wisselstoring
inzet van hulpdiensten
versperring
gestrande trein
gestrande trein
aanrijding met een persoon
aanrijding met een persoon
defecte trein
eerdere verstoring
defecte trein
beperkingen op last van de brandweer
defecte trein
stroomstoring
aanrijding met een persoon
om logistieke redenen
stroomstoring
om logistieke redenen
blikseminslag
versperring
versperring
om logistieke redenen
aanrijding met een persoon
blikseminslag
blikseminslag
om logistieke redenen
uitloop van werkzaamheden
sein- en wisselstoring
seinstoring
aanrijding met een persoon
sein- en overwegstoring
defect aan het spoor
wisselstoring
sein- en overwegstoring
wisselstoring
wisselstoring
aanrijding met een persoon
wisselstoring
uitloop van werkzaamheden
aangereden viaduct
aanrijding met een persoon
om logistieke redenen
aanrijding met een persoon
uitloop van werkzaamheden
sein- en overwegstoring
defecte trein
om logistieke redenen
defecte bovenleiding
wisselstoring
defecte trein
wisselstoring
seinstoring
aanrijding met een persoon
aanrijding met een persoon
aanrijding met een persoon
sein- en overwegstoring
beperkingen op last van de politie
beperkingen op last van de politie
defecte trein
defecte trein
defecte trein
aangereden viaduct
aangereden viaduct
wisselstoring
seinstoring
aanrijding met een persoon
defecte bovenleiding
seinstoring
aanrijding met een persoon
seinstoring
om logistieke redenen
seinstoring
defect spoor
defecte overweg
stroomstoring
aanrijding met een persoon
aanrijding met een persoon
om logistieke redenen
om logistieke redenen
gestrande trein
herstelwerkzaamheden
wisselstoring
aanrijding met een persoon
defecte spoorbrug
seinstoring
aanrijding met een persoon
gestrande trein
stroomstoring
eerdere verstoring
seinstoring
seinstoring
beperkingen op last van de politie
seinstoring
sein- en overwegstoring
aanrijding met een persoon
wisselstoring
het onschadelijk maken van een bom uit de Tweede Wereldoorlog
om logistieke redenen
aanrijding
defecte trein
beperkingen op last van de politie
aanrijding met een persoon
aanrijding met een persoon
aanrijding met een persoon
aanrijding
seinstoring
seinstoring
defecte overweg
aanrijding met een persoon
defecte trein
stroomstoring
aanrijding met een persoon
gestrande trein
koperdiefstal
sein- en wisselstoring
aanrijding met een persoon
sein- en overwegstoring
herstelwerkzaamheden
defecte trein
beperkingen op last van de politie
defecte trein
defecte trein
defecte trein
aanrijding
aanrijding
wisselstoring
aanrijding
seinstoring
defecte trein
defecte trein
beperkingen op last van de politie
stroomstoring
gladde sporen
om logistieke redenen
stroomstoring
gestrande trein
gestrande trein
beperkingen op last van de brandweer
koperdiefstal
blikseminslag
sein- en wisselstoring
sein- en wisselstoring
gladde sporen
defecte bovenleiding
aanrijding met een persoon
sein- en wisselstoring
om logistieke redenen
om logistieke redenen
om logistieke redenen
aanrijding met een persoon
defecte overweg
seinstoring
seinstoring
sein- en wisselstoring
defecte trein
sein- en wisselstoring
wisselstoring
defecte bovenleiding
om logistieke redenen
beperkingen op last van de politie
aanrijding met een persoon
seinstoring
seinstoring
stroomstoring
aanrijding met een persoon
om logistieke redenen
om logistieke redenen
onbekend
onbekend
aanrijding met een persoon
aanrijding met een persoon
sein- en wisselstoring
wisselstoring
aanrijding met een persoon
seinstoring
seinstoring
seinstoring
aanrijding
defecte trein
herstelwerkzaamheden
aanrijding met een persoon
aanrijding
seinstoring
stroomstoring
om logistieke redenen
wisselstoring
stroomstoring
wisselstoring
om logistieke redenen
defecte trein
defecte trein
aanrijding
beperkingen op last van de politie
defecte trein
defecte trein
defecte trein
aanrijding met een persoon
seinstoring
wisselstoring
wisselstoring
herstelwerkzaamheden
wisselstoring
aangereden viaduct
seinstoring
seinstoring
seinstoring
seinstoring
defecte trein
seinstoring
beperkingen op last van de brandweer
aanrijding met een persoon
stroomstoring
om logistieke redenen
beperkingen op last van de brandweer
wisselstoring
seinstoring
defecte trein
koperdiefstal
wisselstoring
uitloop van werkzaamheden
uitloop van werkzaamheden
uitloop van werkzaamheden
wisselstoring
wisselstoring
inzet van hulpdiensten
seinstoring
defecte trein
gestrande trein
gestrande trein
beperkingen op last van de politie
defecte trein
aanrijding met een persoon
seinstoring
onbekend
seinstoring
versperring
seinstoring
seinstoring
inzet van hulpdiensten
wisselstoring
seinstoring
seinstoring
defecte trein
defecte trein
defecte bovenleiding
defecte trein
versperring
versperring
versperring
seinstoring
versperring
beperkingen op last van de brandweer
beperkingen op last van de brandweer
seinstoring
seinstoring
sein- en wisselstoring
defecte trein
defecte trein
defecte trein
aanrijding met een persoon
seinstoring
aanrijding met een persoon
beperkingen op last van de brandweer
aanrijding met een persoon
aangereden viaduct
wisselstoring
aanrijding met een persoon
defecte trein
gladde sporen
beperkingen op last van de politie
gestrande trein
defecte trein
defecte trein
aanrijding met een persoon
defecte trein
defecte trein
defecte trein
aanrijding met een persoon
seinstoring
eerdere verstoring
eerdere verstoring
eerdere verstoring
versperring
wisselstoring
aangereden viaduct
eerdere verstoring
eerdere verstoring
defecte trein
defecte trein
stroomstoring
gestrande trein
aangereden viaduct
aangereden viaduct
aangereden viaduct
aanrijding met een persoon
seinstoring
inzet van hulpdiensten
aanrijding met een persoon
aanrijding met een persoon
aanrijding met een persoon
beperkingen op last van de brandweer
wisselstoring
defecte trein
uitloop van werkzaamheden
geplande werkzaamheden
defecte trein
aanrijding met een persoon
wisselstoring
wisselstoring
aanrijding met een persoon
aanrijding met een persoon
defecte trein
uitloop van werkzaamheden
beperkingen op last van de politie
sein- en overwegstoring
defecte bovenleiding
defecte trein
defecte trein
sein- en wisselstoring
sein- en wisselstoring
beperkingen op last van de politie
aanrijding met een persoon
het onschadelijk maken van een bom uit de Tweede Wereldoorlog
stroomstoring
defecte trein
seinstoring
seinstoring
beschadigd spoorviaduct
acties in het buitenland
defecte trein
defecte trein
seinstoring
aanrijding met een persoon
aanrijding met een persoon
seinstoring
defecte trein
defecte trein
beschadigd spoorviaduct
seinstoring
seinstoring
defecte trein
beperkingen op last van de politie
defecte trein
defecte trein
seinstoring
geplande werkzaamheden
aanrijding met een persoon
uitloop van werkzaamheden
seinstoring
sein- en overwegstoring
defecte trein
defecte trein
wisselstoring
wisselstoring
overwegstoring
defect materieel
sein- en overwegstoring
aanrijding met een persoon
wisselstoring
aanrijding met een persoon
seinstoring
eerdere verstoring
defecte trein
herstelwerkzaamheden
defect wissel
defect wissel
defect wissel
defect wissel
meerdere verstoringen
wisselstoring
herstelwerkzaamheden
herstelwerkzaamheden
auto op het spoor
defecte trein
aanrijding met een persoon
aangevaren spoorbrug
aangevaren spoorbrug
aanrijding met een persoon
aangevaren spoorbrug
seinstoring
seinstoring
sein- en overwegstoring
seinstoring
defecte trein
herstelwerkzaamheden
defecte trein
defecte trein
aanrijding met een persoon
uitloop van werkzaamheden
versperring
sein- en wisselstoring
beperkingen op last van de politie
herstelwerkzaamheden
aanrijding met een persoon
wisselstoring
defecte trein
defecte trein
beperkingen op last van de politie
defect aan het spoor
sein- en overwegstoring
herstelwerkzaamheden
uitloop van werkzaamheden
seinstoring
sein- en overwegstoring
defecte trein
beperkingen in het buitenland
koperdiefstal
seinstoring
beperkingen in de materieelinzet
beperkingen in de materieelinzet
defecte trein
wisselstoring
aanrijding met een voertuig
beperkingen op last van de politie
sein- en wisselstoring
defecte trein
defecte trein
brandmelding
aanrijding met een persoon
seinstoring
seinstoring
defecte trein
defecte trein
eerdere verstoring
aanrijding met een voertuig
sein- en overwegstoring
aanrijding met een voertuig
seinstoring
seinstoring
aanrijding met een persoon
wisselstoring
defecte trein
wisselstoring
wisselstoring
wisselstoring
herstelwerkzaamheden
seinstoring
gestrande trein
aanrijding met een persoon
aanrijding
aanrijding met een persoon
overwegstoring
herstelwerkzaamheden
herstelwerkzaamheden
beschadigde bovenleiding
beschadigde bovenleiding
seinstoring
seinstoring
eerdere verstoring
seinstoring
gestrande trein
sein- en wisselstoring
aanrijding met een persoon
aanrijding met een persoon
stroomstoring
sein- en overwegstoring
stroomstoring
aanrijding met een persoon
sein- en wisselstoring
sein- en wisselstoring
seinstoring
aanrijding met een persoon
defect aan het spoor
defect aan het spoor
versperring
defecte spoorbrug
beperkingen op last van de politie
aanrijding
aanrijding met een voertuig
sein- en overwegstoring
sein- en overwegstoring
koperdiefstal
defecte trein
seinstoring
brandmelding
defecte trein
wisselstoring
seinstoring
defecte trein
seinstoring
herstelwerkzaamheden
sein- en wisselstoring
defecte trein
seinstoring
wisselstoring
wisselstoring
defecte trein
boom op het spoor
boom op het spoor
boom op het spoor
sein- en overwegstoring
boom op het spoor
beperkingen op last van de brandweer
seinstoring
aanrijding met een persoon
seinstoring
brandmelding
seinstoring
seinstoring
defecte trein
beperkingen op last van de brandweer
beschadigde bovenleiding
seinstoring
seinstoring
wisselstoring
diverse oorzaken
eerdere verstoring
seinstoring
seinstoring
beperkingen in het buitenland
sein- en wisselstoring
sein- en wisselstoring
wisselstoring
aanrijding met een persoon
seinstoring
seinstoring
seinstoring
uitloop van werkzaamheden
uitloop van werkzaamheden
sein- en wisselstoring
beperkingen in het buitenland
defecte trein
defecte trein
beperkingen in het buitenland
aanrijding met een persoon
aanrijding met een persoon
aanrijding met een persoon
defecte trein
aanrijding met een persoon
aanrijding met een persoon
defecte bovenleiding
stroomstoring
inzet van hulpdiensten
defecte trein
persoon op het spoor
aanrijding met een persoon
aanrijding
sein- en wisselstoring
defecte trein
diverse oorzaken
seinstoring
defecte trein
aanrijding met een persoon
seinstoring
aanrijding met een voertuig
aanrijding met een voertuig
seinstoring
stroomstoring
seinstoring
beperkingen op last van de politie
aanrijding met een persoon
persoon op het spoor
seinstoring
seinstoring
aanrijding met een persoon
aanrijding met een persoon
stroomstoring
uitloop van werkzaamheden
aanrijding met een voertuig
stroomstoring
aanrijding met een persoon
seinstoring
beschadigd spoorviaduct
seinstoring
aanrijding met een persoon
verwachte weersomstandigheden
verwachte weersomstandigheden
verwachte weersomstandigheden
seinstoring
sein- en overwegstoring
sein- en overwegstoring
defecte trein
seinstoring
defecte trein
aanrijding met een persoon
politieonderzoek
acties in het buitenland
wisselstoring
aanrijding met een persoon
sein- en wisselstoring
seinstoring
defecte trein
aanrijding met een persoon
seinstoring
overwegstoring
acties in het buitenland
acties in het buitenland
seinstoring
aanrijding met een voertuig
defecte overweg
brandmelding
seinstoring
aanrijding
aanrijding met een persoon
beperkingen op last van de brandweer
overwegstoring
seinstoring
beperkingen in het buitenland
aanrijding met een persoon
defecte trein
aanrijding met een persoon
defecte bovenleiding
defecte bovenleiding
seinstoring
aanrijding met een persoon
stroomstoring
gestrande trein
seinstoring
seinstoring
sein- en overwegstoring
defecte trein
defecte trein
beperkingen in het buitenland
aanrijding
aanrijding met een persoon
beperkingen in het buitenland
sein- en overwegstoring
wisselstoring
wisselstoring
aanrijding met een persoon
aanrijding met een persoon
defecte trein
beperkingen op last van de politie
stroomstoring
defecte trein
defecte trein
defecte trein
koperdiefstal
boom op het spoor
overwegstoring
weersomstandigheden
defecte bovenleiding
boom op het spoor
aanrijding met een persoon
meerdere verstoringen
aanrijding met een persoon
boom op het spoor
meerdere verstoringen
aanrijding met een persoon
stroomstoring
stroomstoring
blikseminslag
blikseminslag
blikseminslag
blikseminslag
overwegstoring
eerdere verstoring
